Id,Name,Description,Difficulty,Duration,Family,Mana,School,Speed,TargetEffect,TargetMask,Unknown1,Unknown2,Unknown3
1335,Strength Other IV,Increases the target's Strength by 25 points.,150,1800,1,40,Creature Enchantment,0.15,6,16,5,0.55,1
1336,Strength Other V,Increases the target's Strength by 30 points.,200,1800,1,50,Creature Enchantment,0.2,6,16,5,0.4,1
1337,Strength Other VI,Increases the target's Strength by 35 points.,250,2700,1,60,Creature Enchantment,0.3,6,16,5,0.25,1
1349,Endurance Self I,Increases the caster's Endurance by 10 points.,1,1800,3,15,Creature Enchantment,0.01,10,16,0,0,1
1350,Endurance Self II,Increases the caster's Endurance by 15 points.,50,1800,3,30,Creature Enchantment,0.05,10,16,0,0,1
1351,Endurance Self III,Increases the caster's Endurance by 20 points.,100,1800,3,40,Creature Enchantment,0.1,10,16,0,0,1
1352,Endurance Self IV,Increases the caster's Endurance by 25 points.,150,1800,3,50,Creature Enchantment,0.15,10,16,0,0,1
1353,Endurance Self V,Increases the caster's Endurance by 30 points.,200,1800,3,60,Creature Enchantment,0.2,10,16,0,0,1
1354,Endurance Self VI,Increases the caster's Endurance by 35 points.,250,2700,3,70,Creature Enchantment,0.3,10,16,0,0,1
1355,Endurance Other I,Increases the target's Endurance by 10 points.,1,1800,3,10,Creature Enchantment,0.01,10,16,0,1,1
1356,Endurance Other II,Increases the target's Endurance by 15 points.,50,1800,3,20,Creature Enchantment,0.05,10,16,5,0.85,1
1357,Endurance Other III,Increases the target's Endurance by 20 points.,100,1800,3,30,Creature Enchantment,0.1,10,16,5,0.7,1
1358,Endurance Other IV,Increases the target's Endurance by 25 points.,150,1800,3,40,Creature Enchantment,0.15,10,16,5,0.55,1
1359,Endurance Other V,Increases the target's Endurance by 30 points.,200,1800,3,50,Creature Enchantment,0.2,10,16,5,0.4,1
1360,Endurance Other VI,Increases the target's Endurance by 35 points.,250,2700,3,60,Creature Enchantment,0.3,10,16,5,0.25,1
1373,Coordination Self I,Increases the caster's Coordination by 10 points.,1,1800,7,15,Creature Enchantment,0.01,8,16,0,0,1
1374,Coordination Self II,Increases the caster's Coordination by 15 points.,50,1800,7,30,Creature Enchantment,0.05,8,16,0,0,1
1375,Coordination Self III,Increases the caster's Coordination by 20 points.,100,1800,7,40,Creature Enchantment,0.1,8,16,0,0,1
1376,Coordination Self IV,Increases the caster's Coordination by 25 points.,150,1800,7,50,Creature Enchantment,0.15,8,16,0,0,1
1377,Coordination Self V,Increases the caster's Coordination by 30 points.,200,1800,7,60,Creature Enchantment,0.2,8,16,0,0,1
1378,Coordination Self VI,Increases the caster's Coordination by 35 points.,250,2700,7,70,Creature Enchantment,0.3,8,16,0,0,1
1379,Coordination Other I,Increases the target's Coordination by 10 points.,1,1800,7,10,Creature Enchantment,0.01,8,16,0,1,1
1380,Coordination Other II,Increases the target's Coordination by 15 points.,50,1800,7,20,Creature Enchantment,0.05,8,16,5,0.85,1
1381,Coordination Other III,Increases the target's Coordination by 20 points.,100,1800,7,30,Creature Enchantment,0.1,8,16,5,0.7,1
1382,Coordination Other IV,Increases the target's Coordination by 25 points.,150,1800,7,40,Creature Enchantment,0.15,8,16,5,0.55,1
1383,Coordination Other V,Increases the target's Coordination by 30 points.,200,1800,7,50,Creature Enchantment,0.2,8,16,5,0.4,1
1384,Coordination Other VI,Increases the target's Coordination by 35 points.,250,2700,7,60,Creature Enchantment,0.3,8,16,5,0.25,1
1397,Quickness Self I,Increases the caster's Quickness by 10 points.,1,1800,5,15,Creature Enchantment,0,12,16,0,0,1
1398,Quickness Self II,Increases the caster's Quickness by 15 points.,50,1800,5,30,Creature Enchantment,0.05,12,16,0,0,1
1399,Quickness Self III,Increases the caster's Quickness by 20 points.,100,1800,5,40,Creature Enchantment,0.1,12,16,0,0,1
1400,Quickness Self IV,Increases the caster's Quickness by 25 points.,150,1800,5,50,Creature Enchantment,0.15,12,16,0,0,1
1401,Quickness Self V,Increases the caster's Quickness by 30 points.,200,1800,5,60,Creature Enchantment,0.2,12,16,0,0,1
1402,Quickness Self VI,Increases the caster's Quickness by 35 points.,250,2700,5,70,Creature Enchantment,0.3,12,16,0,0,1
1403,Quickness Other I,Increases the target's Quickness by 10 points.,1,1800,5,10,Creature Enchantment,0.01,12,16,0,1,1
1404,Quickness Other II,Increases the target's Quickness by 15 points.,50,1800,5,20,Creature Enchantment,0.05,12,16,5,0.85,1
1405,Quickness Other III,Increases the target's Quickness by 20 points.,100,1800,5,30,Creature Enchantment,0.1,12,16,5,0.7,1
1406,Quickness Other IV,Increases the target's Quickness by 25 points.,150,1800,5,40,Creature Enchantment,0.15,12,16,5,0.55,1
1407,Quickness Other V,Increases the target's Quickness by 30 points.,200,1800,5,50,Creature Enchantment,0.2,12,16,5,0.4,1
1408,Quickness Other VI,Increases the target's Quickness by 35 points.,250,2700,5,60,Creature Enchantment,0.3,12,16,5,0.25,1
1421,Focus Self I,Increases the caster's Focus by 10 points.,1,1800,9,15,Creature Enchantment,0.01,16,16,0,0,1
1422,Focus Self II,Increases the caster's Focus by 15 points.,50,1800,9,30,Creature Enchantment,0.05,16,16,0,0,1
1423,Focus Self III,Increases the caster's Focus by 20 points.,100,1800,9,40,Creature Enchantment,0.1,16,16,0,0,1
1424,Focus Self IV,Increases the caster's Focus by 25 points.,150,1800,9,50,Creature Enchantment,0.15,16,16,0,0,1
1425,Focus Self V,Increases the caster's Focus by 30 points.,200,1800,9,60,Creature Enchantment,0.2,16,16,0,0,1
1426,Focus Self VI,Increases the caster's Focus by 35 points.,250,2700,9,70,Creature Enchantment,0.3,16,16,0,0,1
1427,Focus Other I,Increases the target's Focus by 10 points.,1,1800,9,10,Creature Enchantment,0.01,16,16,0,1,1
1428,Focus Other II,Increases the target's Focus by 15 points.,50,1800,9,20,Creature Enchantment,0.05,16,16,5,0.85,1
1429,Focus Other III,Increases the target's Focus by 20 points.,100,1800,9,30,Creature Enchantment,0.1,16,16,5,0.7,1
1430,Focus Other IV,Increases the target's Focus by 25 points.,150,1800,9,40,Creature Enchantment,0.15,16,16,5,0.55,1
1431,Focus Other V,Increases the target's Focus by 30 points.,200,1800,9,50,Creature Enchantment,0.2,16,16,5,0.4,1
1432,Focus Other VI,Increases the target's Focus by 35 points.,250,2700,9,60,Creature Enchantment,0.3,16,16,5,0.25,1
1445,Willpower Self I,Increases the caster's Self by 10 points.,1,1800,11,15,Creature Enchantment,0.01,14,16,0,0,1
1446,Willpower Self II,Increases the caster's Self by 15 points.,50,1800,11,30,Creature Enchantment,0.05,14,16,0,0,1
1447,Willpower Self III,Increases the caster's Self by 20 points.,100,1800,11,40,Creature Enchantment,0.1,14,16,0,0,1
1448,Willpower Self IV,Increases the caster's Self by 25 points.,150,1800,11,50,Creature Enchantment,0.15,14,16,0,0,1
1449,Willpower Self V,Increases the caster's Self by 30 points.,200,1800,11,60,Creature Enchantment,0.2,14,16,0,0,1
1450,Willpower Self VI,Increases the caster's Self by 35 points.,250,2700,11,70,Creature Enchantment,0.3,14,16,0,0,1
1451,Willpower Other I,Increases the target's Self by 10 points.,1,1800,11,10,Creature Enchantment,0.01,14,16,0,1,1
1452,Willpower Other II,Increases the target's Self by 15 points.,50,1800,11,20,Creature Enchantment,0.05,14,16,5,0.85,1
1453,Willpower Other III,Increases the target's Self by 20 points.,100,1800,11,30,Creature Enchantment,0.1,14,16,5,0.7,1
1454,Willpower Other IV,Increases the target's Self by 25 points.,150,1800,11,40,Creature Enchantment,0.15,14,16,5,0.55,1
1455,Willpower Other V,Increases the target's Self by 30 points.,200,1800,11,50,Creature Enchantment,0.2,14,16,5,0.4,1
1456,Willpower Other VI,Increases the target's Self by 35 points.,250,2700,11,60,Creature Enchantment,0.3,14,16,5,0.25,1
1475,Hermetic Link I,Increases a magic casting implement's mana conversion bonus by 10%.,25,1800,195,10,Item Enchantment,0.01,67,32768,25,0,1
1476,Hermetic Link II,Increases a magic casting implement's mana conversion bonus by 20%.,50,1800,195,20,Item Enchantment,0.05,67,32768,25,0,1
1477,Hermetic Link III,Increases a magic casting implement's mana conversion bonus by 30%.,100,1800,195,30,Item Enchantment,0.1,67,32768,25,0,1
1478,Hermetic Link IV,Increases a magic casting implement's mana conversion bonus by 40%.,150,1800,195,40,Item Enchantment,0.15,67,32768,25,0,1
1479,Hermetic Link V,Increases a magic casting implement's mana conversion bonus by 50%.,200,1800,195,50,Item Enchantment,0.2,67,32768,25,0,1
1480,Hermetic Link VI,Increases a magic casting implement's mana conversion bonus by 60%.,250,2700,195,60,Item Enchantment,0.3,67,32768,25,0,1
1482,Impenetrability II,Improves a shield or piece of armor's armor value by 50 points. Target yourself to cast this spell on all of your equipped armor.,50,1800,160,20,Item Enchantment,0.05,142,6,25,0,1
1483,Impenetrability III,Improves a shield or piece of armor's armor value by 75 points. Target yourself to cast this spell on all of your equipped armor.,100,1800,160,30,Item Enchantment,0.1,142,6,25,0,1
1484,Impenetrability IV,Improves a shield or piece of armor's armor value by 100 points. Target yourself to cast this spell on all of your equipped armor.,150,1800,160,40,Item Enchantment,0.15,142,6,25,0,1
1485,Impenetrability V,Improves a shield or piece of armor's armor value by 150 points. Target yourself to cast this spell on all of your equipped armor.,200,1800,160,50,Item Enchantment,0.2,142,6,25,0,1
1486,Impenetrability VI,Improves a shield or piece of armor's armor value by 200 points. Target yourself to cast this spell on all of your equipped armor.,250,2700,160,60,Item Enchantment,0.3,142,6,25,0,1
1493,Acid Bane I,Increases a shield or piece of armor's resistance to acid damage by 10%. Target yourself to cast this spell on all of your equipped armor.,1,1800,162,10,Item Enchantment,0.01,63,6,25,0,1
1494,Acid Bane II,Increases a shield or piece of armor's resistance to acid damage by 25%. Target yourself to cast this spell on all of your equipped armor.,50,1800,162,20,Item Enchantment,0.05,63,6,25,0,1
1495,Acid Bane III,Increases a shield or piece of armor's resistance to acid damage by 50%. Target yourself to cast this spell on all of your equipped armor.,100,1800,162,30,Item Enchantment,0.1,63,6,25,0,1
1496,Acid Bane IV,Increases a shield or piece of armor's resistance to acid damage by 75%. Target yourself to cast this spell on all of your equipped armor.,150,1800,162,40,Item Enchantment,0.15,63,6,25,0,1
1497,Acid Bane V,Increases a shield or piece of armor's resistance to acid damage by 100%. Target yourself to cast this spell on all of your equipped armor.,200,1800,162,50,Item Enchantment,0.2,63,6,25,0,1
1498,Acid Bane VI,Increases a shield or piece of armor's resistance to acid damage by 150%. Target yourself to cast this spell on all of your equipped armor.,250,2700,162,60,Item Enchantment,0.3,63,6,25,0,1
1511,Bludgeon Bane I,Increases a shield or piece of armor's resistance to bludgeoning damage by 10%. Target yourself to cast this spell on all of your equipped armor.,1,1800,164,10,Item Enchantment,0.01,67,6,25,0,1
1512,Bludgeon Bane II,Increases a shield or piece of armor's resistance to bludgeoning damage by 25%. Target yourself to cast this spell on all of your equipped armor.,50,1800,164,20,Item Enchantment,0.05,67,6,25,0,1
1513,Bludgeon Bane III,Increases a shield or piece of armor's resistance to bludgeoning damage by 50%. Target yourself to cast this spell on all of your equipped armor.,100,1800,164,30,Item Enchantment,0.1,67,6,25,0,1
1514,Bludgeon Bane IV,Increases a shield or piece of armor's resistance to bludgeoning damage by 75%. Target yourself to cast this spell on all of your equipped armor.,150,1800,164,40,Item Enchantment,0.15,67,6,25,0,1
1515,Bludgeon Bane V,Increases a shield or piece of armor's resistance to bludgeoning damage by 100%. Target yourself to cast this spell on all of your equipped armor.,200,1800,164,50,Item Enchantment,0.2,67,6,25,0,1
1516,Bludgeon Bane VI,Increases a shield or piece of armor's resistance to bludgeoning damage by 150%. Target yourself to cast this spell on all of your equipped armor.,250,2700,164,60,Item Enchantment,0.3,67,6,25,0,1
1523,Frost Bane I,Increases a shield or piece of armor's resistance to cold damage by 10%. Target yourself to cast this spell on all of your equipped armor.,1,1800,166,10,Item Enchantment,0.01,65,6,25,0,1
1524,Frost Bane II,Increases a shield or piece of armor's resistance to cold damage by 25%. Target yourself to cast this spell on all of your equipped armor.,50,1800,166,20,Item Enchantment,0.05,65,6,25,0,1
1525,Frost Bane III,Increases a shield or piece of armor's resistance to cold damage by 50%. Target yourself to cast this spell on all of your equipped armor.,100,1800,166,30,Item Enchantment,0.1,65,6,25,0,1
1526,Frost Bane IV,Increases a shield or piece of armor's resistance to cold damage by 75%. Target yourself to cast this spell on all of your equipped armor.,150,1800,166,40,Item Enchantment,0.15,65,6,25,0,1
1527,Frost Bane V,Increases a shield or piece of armor's resistance to cold damage by 100%. Target yourself to cast this spell on all of your equipped armor.,200,1800,166,50,Item Enchantment,0.2,65,6,25,0,1
1528,Frost Bane VI,Increases a shield or piece of armor's resistance to cold damage by 150%. Target yourself to cast this spell on all of your equipped armor.,250,2700,166,60,Item Enchantment,0.3,65,6,25,0,1
1535,Lightning Bane I,Increases a shield or piece of armor's resistance to electric damage by 10%. Target yourself to cast this spell on all of your equipped armor.,1,1800,168,10,Item Enchantment,0.01,67,6,25,0,1
1536,Lightning Bane II,Increases a shield or piece of armor's resistance to electric damage by 25%. Target yourself to cast this spell on all of your equipped armor.,50,1800,168,20,Item Enchantment,0.05,67,6,25,0,1
1537,Lightning Bane III,Increases a shield or piece of armor's resistance to electric damage by 50%. Target yourself to cast this spell on all of your equipped armor.,100,1800,168,30,Item Enchantment,0.1,67,6,25,0,1
1538,Lightning Bane IV,Increases a shield or piece of armor's resistance to electric damage by 75%. Target yourself to cast this spell on all of your equipped armor.,150,1800,168,40,Item Enchantment,0.15,67,6,25,0,1
1539,Lightning Bane V,Increases a shield or piece of armor's resistance to electric damage by 100%. Target yourself to cast this spell on all of your equipped armor.,200,1800,168,50,Item Enchantment,0.2,67,6,25,0,1
1540,Lightning Bane VI,Increases a shield or piece of armor's resistance to electric damage by 150%. Target yourself to cast this spell on all of your equipped armor.,250,2700,168,60,Item Enchantment,0.3,67,6,25,0,1
1547,Flame Bane I,Increases a shield or piece of armor's resistance to fire damage by 10%. Target yourself to cast this spell on all of your equipped armor.,1,1800,170,10,Item Enchantment,0.01,57,6,25,0,1
1548,Flame Bane II,Increases a shield or piece of armor's resistance to fire damage by 25%. Target yourself to cast this spell on all of your equipped armor.,50,1800,170,20,Item Enchantment,0.05,57,6,25,0,1
1549,Flame Bane III,Increases a shield or piece of armor's resistance to fire damage by 50%. Target yourself to cast this spell on all of your equipped armor.,100,1800,170,30,Item Enchantment,0.1,57,6,25,0,1
1550,Flame Bane IV,Increases a shield or piece of armor's resistance to fire damage by 75%. Target yourself to cast this spell on all of your equipped armor.,150,1800,170,40,Item Enchantment,0.15,57,6,25,0,1
1551,Flame Bane V,Increases a shield or piece of armor's resistance to fire damage by 100%. Target yourself to cast this spell on all of your equipped armor.,200,1800,170,50,Item Enchantment,0.2,57,6,25,0,1
1552,Flame Bane VI,Increases a shield or piece of armor's resistance to fire damage by 150%. Target yourself to cast this spell on all of your equipped armor.,250,2700,170,60,Item Enchantment,0.3,57,6,25,0,1
1558,Blade Bane II,Increases a shield or piece of armor's resistance to slashing damage by 25%. Target yourself to cast this spell on all of your equipped armor.,50,1800,174,20,Item Enchantment,0.05,61,6,25,0,1
1559,Blade Bane III,Increases a shield or piece of armor's resistance to slashing damage by 50%. Target yourself to cast this spell on all of your equipped armor.,100,1800,174,30,Item Enchantment,0.1,61,6,25,0,1
1560,Blade Bane IV,Increases a shield or piece of armor's resistance to slashing damage by 75%. Target yourself to cast this spell on all of your equipped armor.,150,1800,174,40,Item Enchantment,0.15,61,6,25,0,1
1561,Blade Bane V,Increases a shield or piece of armor's resistance to slashing damage by 100%. Target yourself to cast this spell on all of your equipped armor.,200,1800,174,50,Item Enchantment,0.2,61,6,25,0,1
1562,Blade Bane VI,Increases a shield or piece of armor's resistance to slashing damage by 150%. Target yourself to cast this spell on all of your equipped armor.,250,2700,174,60,Item Enchantment,0.3,61,6,25,0,1
1569,Piercing Bane I,Increases a shield or piece of armor's resistance to piercing damage by 10%. Target yourself to cast this spell on all of your equipped armor.,1,1800,172,10,Item Enchantment,0.01,59,6,25,0,1
1570,Piercing Bane II,Increases a shield or piece of armor's resistance to piercing damage by 25%. Target yourself to cast this spell on all of your equipped armor.,50,1800,172,20,Item Enchantment,0.05,59,6,25,0,1
1571,Piercing Bane III,Increases a shield or piece of armor's resistance to piercing damage by 50%. Target yourself to cast this spell on all of your equipped armor.,100,1800,172,30,Item Enchantment,0.1,59,6,25,0,1
1572,Piercing Bane IV,Increases a shield or piece of armor's resistance to piercing damage by 75%. Target yourself to cast this spell on all of your equipped armor.,150,1800,172,40,Item Enchantment,0.15,59,6,25,0,1
1573,Piercing Bane V,Increases a shield or piece of armor's resistance to piercing damage by 100%. Target yourself to cast this spell on all of your equipped armor.,200,1800,172,50,Item Enchantment,0.2,59,6,25,0,1
1574,Piercing Bane VI,Increases a shield or piece of armor's resistance to piercing damage by 150%. Target yourself to cast this spell on all of your equipped armor.,250,2700,172,60,Item Enchantment,0.3,59,6,25,0,1
1587,Heart Seeker I,Increases a weapon's Attack Skill modifier by 2.5 percentage points.,1,1800,152,10,Item Enchantment,0.01,59,257,25,0,1
1588,Heart Seeker II,Increases a weapon's Attack Skill modifier by 5.0 percentage points.,50,1800,152,20,Item Enchantment,0.05,59,257,25,0,1
1589,Heart Seeker III,Increases a weapon's Attack Skill modifier by 7.5 percentage points.,100,1800,152,30,Item Enchantment,0.1,59,257,25,0,1
1590,Heart Seeker IV,Increases a weapon's Attack Skill modifier by 10.0 percentage points.,150,1800,152,40,Item Enchantment,0.15,59,257,25,0,1
1591,Heart Seeker V,Increases a weapon's Attack Skill modifier by 12.5 percentage points.,200,1800,152,50,Item Enchantment,0.2,59,257,25,0,1
1592,Heart Seeker VI,Increases a weapon's Attack Skill modifier by 15.0 percentage points.,250,2700,152,60,Item Enchantment,0.3,59,257,25,0,1
1599,Defender I,Increases the Melee Defense skill modifier of a weapon or magic caster by 3%.,1,1800,156,10,Item Enchantment,0.01,61,33025,25,0,1
1601,Defender II,Increases the Melee Defense skill modifier of a weapon or magic caster by 5%.,50,1800,156,20,Item Enchantment,0.05,61,33025,25,0,1
1602,Defender III,Increases the Melee Defense skill modifier of a weapon or magic caster by 7.5%.,100,1800,156,30,Item Enchantment,0.1,61,33025,25,0,1
1603,Defender IV,Increases the Melee Defense skill modifier of a weapon or magic caster by 10%.,150,1800,156,40,Item Enchantment,0.15,61,33025,25,0,1
1604,Defender V,Increases the Melee Defense skill modifier of a weapon or magic caster by 13%.,200,1800,156,50,Item Enchantment,0.2,61,33025,25,0,1
1605,Defender VI,Increases the Melee Defense skill modifier of a weapon or magic caster by 15%.,250,2700,156,60,Item Enchantment,0.3,61,33025,25,0,1
1612,Blood Drinker II,Increases a weapon's damage value by 4 points.,50,1800,154,20,Item Enchantment,0.05,57,257,25,0,1
1613,Blood Drinker III,Increases a weapon's damage value by 8 points.,100,1800,154,30,Item Enchantment,0.1,57,257,25,0,1
1614,Blood Drinker IV,Increases a weapon's damage value by 12 points.,150,1800,154,40,Item Enchantment,0.15,57,257,25,0,1
1615,Blood Drinker V,Increases a weapon's damage value by 16 points.,200,1800,154,50,Item Enchantment,0.2,57,257,25,0,1
1616,Blood Drinker VI,Increases a weapon's damage value by 20 points.,250,2700,154,60,Item Enchantment,0.3,57,257,25,0,1
1623,Swift Killer II,Improves a weapon's speed by 20 points.,50,1800,158,20,Item Enchantment,0.05,63,257,25,0,1
1624,Swift Killer III,Improves a weapon's speed by 30 points.,100,1800,158,30,Item Enchantment,0.1,63,257,25,0,1
1625,Swift Killer IV,Improves a weapon's speed by 40 points.,150,1800,158,40,Item Enchantment,0.15,63,257,25,0,1
1626,Swift Killer V,Improves a weapon's speed by 50 points.,200,1800,158,50,Item Enchantment,0.2,63,257,25,0,1
1627,Swift Killer VI,Improves a weapon's speed by 60 points.,250,2700,158,60,Item Enchantment,0.3,63,257,25,0,1
1709,Cooking Mastery Other I,Increases the target's Cooking skill by 10 points.,1,1800,216,10,Creature Enchantment,0.01,20,16,0,1,1
1710,Cooking Mastery Other II,Increases the target's Cooking skill by 15 points.,50,1800,216,20,Creature Enchantment,0.05,20,16,5,0.85,1
1711,Cooking Mastery Other III,Increases the target's Cooking skill by 20 points.,100,1800,216,30,Creature Enchantment,0.1,20,16,5,0.7,1
1712,Cooking Mastery Other IV,Increases the target's Cooking skill by 25 points.,150,1800,216,40,Creature Enchantment,0.15,20,16,5,0.55,1
1713,Cooking Mastery Other V,Increases the target's Cooking skill by 30 points.,200,1800,216,50,Creature Enchantment,0.2,20,16,5,0.4,1
1714,Cooking Mastery Other VI,Increases the target's Cooking skill by 35 points.,250,2700,216,60,Creature Enchantment,0.3,20,16,5,0.25,1
1715,Cooking Mastery Self I,Increases the caster's Cooking skill by 10 points.,1,1800,216,15,Creature Enchantment,0.01,20,16,0,0,1
1716,Cooking Mastery Self II,Increases the caster's Cooking skill by 15 points.,50,1800,216,30,Creature Enchantment,0.05,20,16,0,0,1
1717,Cooking Mastery Self III,Increases the caster's Cooking skill by 20 points.,100,1800,216,40,Creature Enchantment,0.1,20,16,0,0,1
1718,Cooking Mastery Self IV,Increases the caster's Cooking skill by 25 points.,150,1800,216,50,Creature Enchantment,0.15,20,16,0,0,1
1719,Cooking Mastery Self V,Increases the caster's Cooking skill by 30 points.,200,1800,216,60,Creature Enchantment,0.2,20,16,0,0,1
1720,Cooking Mastery Self VI,Increases the caster's Cooking skill by 35 points.,250,2700,216,70,Creature Enchantment,0.3,20,16,0,0,1
1733,Fletching Mastery Other I,Increases the target's Fletching skill by 10 points.,1,1800,218,10,Creature Enchantment,0.01,20,16,0,1,1
1734,Fletching Mastery Other II,Increases the target's Fletching skill by 15 points.,50,1800,218,20,Creature Enchantment,0.05,20,16,5,0.85,1
1735,Fletching Mastery Other III,Increases the target's Fletching skill by 20 points.,100,1800,218,30,Creature Enchantment,0.1,20,16,5,0.7,1
1736,Fletching Mastery Other IV,Increases the target's Fletching skill by 25 points.,150,1800,218,40,Creature Enchantment,0.15,20,16,5,0.55,1
1737,Fletching Mastery Other V,Increases the target's Fletching skill by 30 points.,200,1800,218,50,Creature Enchantment,0.2,20,16,5,0.4,1
1738,Fletching Mastery Other VI,Increases the target's Fletching skill by 35 points.,250,2700,218,60,Creature Enchantment,0.3,20,16,5,0.25,1
1739,Fletching Mastery Self I,Increases the caster's Fletching skill by 10 points.,1,1800,218,15,Creature Enchantment,0.01,20,16,0,0,1
1740,Fletching Mastery Self II,Increases the caster's Fletching skill by 15 points.,50,1800,218,30,Creature Enchantment,0.05,20,16,0,0,1
1741,Fletching Mastery Self III,Increases the caster's Fletching skill by 20 points.,100,1800,218,40,Creature Enchantment,0.1,20,16,0,0,1
1742,Fletching Mastery Self IV,Increases the caster's Fletching skill by 25 points.,150,1800,218,50,Creature Enchantment,0.15,20,16,0,0,1
1743,Fletching Mastery Self V,Increases the caster's Fletching skill by 30 points.,200,1800,218,60,Creature Enchantment,0.2,20,16,0,0,1
1744,Fletching Mastery Self VI,Increases the caster's Fletching skill by 35 points.,250,2700,218,70,Creature Enchantment,0.3,20,16,0,0,1
1757,Alchemy Mastery Other I,Increases the target's Alchemy skill by 10 points.,1,1800,221,10,Creature Enchantment,0.01,26,16,0,1,1
1758,Alchemy Mastery Other II,Increases the target's Alchemy skill by 15 points.,50,1800,221,20,Creature Enchantment,0.05,26,16,5,0.85,1
1759,Alchemy Mastery Other III,Increases the target's Alchemy skill by 20 points.,100,1800,221,30,Creature Enchantment,0.1,26,16,5,0.7,1
1760,Alchemy Mastery Other IV,Increases the target's Alchemy skill by 25 points.,150,1800,221,40,Creature Enchantment,0.15,26,16,5,0.55,1
1761,Alchemy Mastery Other V,Increases the target's Alchemy skill by 30 points.,200,1800,221,50,Creature Enchantment,0.2,26,16,5,0.4,1
1762,Alchemy Mastery Other VI,Increases the target's Alchemy skill by 35 points.,250,2700,221,60,Creature Enchantment,0.3,26,16,5,0.25,1
1763,Alchemy Mastery Self I,Increases the caster's Alchemy skill by 10 points.,1,1800,221,15,Creature Enchantment,0.01,26,16,0,0,1
1764,Alchemy Mastery Self II,Increases the caster's Alchemy skill by 15 points.,50,1800,221,30,Creature Enchantment,0.05,26,16,0,0,1
1765,Alchemy Mastery Self III,Increases the caster's Alchemy skill by 20 points.,100,1800,221,40,Creature Enchantment,0.1,26,16,0,0,1
1766,Alchemy Mastery Self IV,Increases the caster's Alchemy skill by 25 points.,150,1800,221,50,Creature Enchantment,0.15,26,16,0,0,1
1767,Alchemy Mastery Self V,Increases the caster's Alchemy skill by 30 points.,200,1800,221,60,Creature Enchantment,0.2,26,16,0,0,1
1768,Alchemy Mastery Self VI,Increases the caster's Alchemy skill by 35 points.,250,2700,221,70,Creature Enchantment,0.3,26,16,0,0,1
1994,Wound Twister,Increases a weapon's damage value by 25 points.,250,1020,154,60,Item Enchantment,0.3,57,257,25,0,1
2015,Aerfalle's Ward,Improves a shield or piece of armor's armor value by 220 points.,295,1020,160,60,Item Enchantment,0.3,142,6,25,0,1
2016,Impulse,Increases maximum mana by 100 points.,100,10800,283,70,Life Magic,0.3,33,16,0,0,1
2047,Demonskin,The target's skin becomes hardened against physical damage.,900,1020,115,60,Life Magic,0.3,55,16,5,0.25,1
2048,Boon of the Demon,Gives the target a huge boost to their magic defense.,250,1020,41,60,Creature Enchantment,0.3,22,16,5,0.25,1
2049,Bile of the Hopeslayer,Coats a weapon in the bile of Bael'zharon. greatly increasing its damage.,250,1020,154,60,Item Enchantment,0.3,57,257,25,0,1
2052,Executor's Boon,Increases the target's natural armor by 225 points.,300,3600,115,70,Life Magic,0.15,55,16,5,0.25,1
2053,Executor's Blessing,Increases the caster's natural armor by 225 points.,300,3600,115,70,Life Magic,0.15,55,16,0,0,1
2058,Boon of Refinement,Increases the target's Coordination by 40 points.,300,3600,7,70,Creature Enchantment,0.15,8,16,5,0.25,1
2059,Honed Control,Increases the caster's Coordination by 40 points.,300,3600,7,70,Creature Enchantment,0.15,8,16,0,0,1
2060,Temeritous Touch,Increases the target's Endurance by 40 points.,300,3600,3,70,Creature Enchantment,0.15,10,16,5,0.25,1
2061,Perseverance,Increases the caster's Endurance by 40 points.,300,3600,3,70,Creature Enchantment,0.15,10,16,0,0,1
2066,Calming Gaze,Increases the target's Focus by 40 points.,300,3600,9,70,Creature Enchantment,0.15,16,16,5,0.25,1
2067,Inner Calm,Increases the caster's Focus by 40 points.,300,3600,9,70,Creature Enchantment,0.15,16,16,0,0,1
2080,Ogfoot,Increases the target's Quickness by 40 points.,300,3600,5,70,Creature Enchantment,0.15,12,16,5,0.25,1
2081,Hastening,Increases the caster's Quickness by 40 points.,300,3600,5,70,Creature Enchantment,0.15,12,16,0,0,1
2086,Might of the 5 Mules,Increases the target's Strength by 40 points.,300,3600,1,70,Creature Enchantment,0.15,6,16,5,0.25,1
2087,Might of the Lugians,Increases the caster's Strength by 40 points.,300,3600,1,70,Creature Enchantment,0.15,6,16,0,0,1
2090,Bolstered Will,Increases the target's Self by 40 points.,300,3600,11,70,Creature Enchantment,0.15,14,16,5,0.25,1
2091,Mind Blossom,Increases the caster's Self by 40 points.,300,3600,11,70,Creature Enchantment,0.15,14,16,0,0,1
2092,Olthoi's Bane,Increases a shield or piece of armor's resistance to acid damage by 170%. Target yourself to cast this spell on all of your equipped armor.,300,3600,162,70,Item Enchantment,0.15,63,6,25,0,1
2094,Swordsman's Bane,Increases a shield or piece of armor's resistance to slashing damage by 170%. Target yourself to cast this spell on all of your equipped armor.,300,3600,174,70,Item Enchantment,0.15,61,6,25,0,1
2096,Infected Caress,Increases a weapon's damage value by 22 points.,300,3600,154,70,Item Enchantment,0.15,57,257,25,0,1
