Id,Name,Description,Difficulty,Duration,Family,Mana,School,Speed,TargetEffect,TargetMask,Unknown1,Unknown2,Unknown3
1455,Willpower Other V,Increases the target's Self by 30 points.,200,1800,11,50,Creature Enchantment,0.2,14,16,5,0.4,1
1456,Willpower Other VI,Increases the target's Self by 35 points.,250,2700,11,60,Creature Enchantment,0.3,14,16,5,0.25,1
1457,Feeblemind Self I,Decreases the caster's Self by 10 points.,15,60,12,15,Creature Enchantment,0.01,15,16,0,0,1
1458,Feeblemind Self II,Decreases the caster's Self by 15 points.,75,90,12,30,Creature Enchantment,0.05,15,16,0,0,1
1459,Feeblemind Self III,Decreases the caster's Self by 20 points.,125,120,12,40,Creature Enchantment,0.1,15,16,0,0,1
1460,Feeblemind Self IV,Decreases the caster's Self by 25 points.,175,150,12,50,Creature Enchantment,0.15,15,16,0,0,1
1461,Feeblemind Self V,Decreases the caster's Self by 30 points.,250,180,12,60,Creature Enchantment,0.2,15,16,0,0,1
1462,Feeblemind Self VI,Decreases the caster's Self by 35 points.,275,210,12,70,Creature Enchantment,0.3,15,16,0,0,1
1463,Feeblemind Other I,Decreases the target's Self by 10 points.,1,60,12,10,Creature Enchantment,0.01,15,16,0,1,1
1464,Feeblemind Other II,Decreases the target's Self by 15 points.,75,90,12,20,Creature Enchantment,0.05,15,16,5,0.85,1
1465,Feeblemind Other III,Decreases the target's Self by 20 points.,125,120,12,30,Creature Enchantment,0.1,15,16,5,0.7,1
1466,Feeblemind Other IV,Decreases the target's Self by 25 points.,175,150,12,40,Creature Enchantment,0.15,15,16,5,0.55,1
1467,Feeblemind Other V,Decreases the target's Self by 30 points.,225,180,12,50,Creature Enchantment,0.2,15,16,5,0.4,1
1468,Feeblemind Other VI,Decreases the target's Self by 35 points.,275,210,12,60,Creature Enchantment,0.3,15,16,5,0.25,1
1469,Hermetic Void I,Decreases a magic casting implement's mana conversion bonus by 10%.,25,60,194,10,Item Enchantment,0.01,68,32768,25,0,1
1470,Hermetic Void II,Decreases a magic casting implement's mana conversion bonus by 20%.,75,90,194,20,Item Enchantment,0.05,68,32768,25,0,1
1471,Hermetic Void III,Decreases a magic casting implement's mana conversion bonus by 30%.,125,120,194,30,Item Enchantment,0.1,68,32768,25,0,1
1472,Hermetic Void IV,Decreases a magic casting implement's mana conversion bonus by 40%.,175,150,194,40,Item Enchantment,0.15,68,32768,25,0,1
1473,Hermetic Void V,Decreases a magic casting implement's mana conversion bonus by 50%.,225,180,194,50,Item Enchantment,0.2,68,32768,25,0,1
1474,Hermetic Void VI,Decreases a magic casting implement's mana conversion bonus by 60%.,275,210,194,60,Item Enchantment,0.3,68,32768,25,0,1
1475,Aura of Hermetic Link Self I,Increases a magic casting implement's mana conversion bonus by 10%.,25,1800,195,10,Item Enchantment,0.01,67,16,25,0,1
1476,Aura of Hermetic Link Self II,Increases a magic casting implement's mana conversion bonus by 20%.,50,1800,195,20,Item Enchantment,0.05,67,16,25,0,1
1477,Aura of Hermetic Link Self III,Increases a magic casting implement's mana conversion bonus by 30%.,100,1800,195,30,Item Enchantment,0.1,67,16,25,0,1
1478,Aura of Hermetic Link Self IV,Increases a magic casting implement's mana conversion bonus by 40%.,150,1800,195,40,Item Enchantment,0.15,67,16,25,0,1
1479,Aura of Hermetic Link Self V,Increases a magic casting implement's mana conversion bonus by 50%.,200,1800,195,50,Item Enchantment,0.2,67,16,25,0,1
1480,Aura of Hermetic Link Self VI,Increases a magic casting implement's mana conversion bonus by 60%.,250,2700,195,60,Item Enchantment,0.3,67,16,25,0,1
1481,Flaming Missile Volley,CREATURE MAGIC ONLY!,1,-1,122,10,War Magic,0,0,16,30,0.7,1
1482,Impenetrability II,Improves a shield or piece of armor's armor value by 50 points. Target yourself to cast this spell on all of your equipped armor.,50,1800,160,20,Item Enchantment,0.05,142,6,25,0,1
1483,Impenetrability III,Improves a shield or piece of armor's armor value by 75 points. Target yourself to cast this spell on all of your equipped armor.,100,1800,160,30,Item Enchantment,0.1,142,6,25,0,1
1484,Impenetrability IV,Improves a shield or piece of armor's armor value by 100 points. Target yourself to cast this spell on all of your equipped armor.,150,1800,160,40,Item Enchantment,0.15,142,6,25,0,1
1485,Impenetrability V,Improves a shield or piece of armor's armor value by 150 points. Target yourself to cast this spell on all of your equipped armor.,200,1800,160,50,Item Enchantment,0.2,142,6,25,0,1
1486,Impenetrability VI,Improves a shield or piece of armor's armor value by 200 points. Target yourself to cast this spell on all of your equipped armor.,250,2700,160,60,Item Enchantment,0.3,142,6,25,0,1
1487,Brittlemail I,Worsens a shield or piece of armor's armor value by 20 points.,25,60,161,10,Item Enchantment,0.01,143,6,25,0,1
1488,Brittlemail II,Worsens a shield or piece of armor's armor value by 50 points.,75,90,161,20,Item Enchantment,0.05,143,6,25,0,1
1489,Brittlemail III,Worsens a shield or piece of armor's armor value by 75 points.,125,120,161,30,Item Enchantment,0.1,143,6,25,0,1
1490,Brittlemail IV,Worsens a shield or piece of armor's armor value by 100 points.,175,150,161,40,Item Enchantment,0.15,143,6,25,0,1
1491,Brittlemail V,Worsens a shield or piece of armor's armor value by 150 points.,225,180,161,50,Item Enchantment,0.2,143,6,25,0,1
1492,Brittlemail VI,Worsens a shield or piece of armor's armor value by 200 points.,275,210,161,60,Item Enchantment,0.3,143,6,25,0,1
1493,Acid Bane I,Increases a shield or piece of armor's resistance to acid damage by 10%. Target yourself to cast this spell on all of your equipped armor.,1,1800,162,10,Item Enchantment,0.01,63,6,25,0,1
1494,Acid Bane II,Increases a shield or piece of armor's resistance to acid damage by 25%. Target yourself to cast this spell on all of your equipped armor.,50,1800,162,20,Item Enchantment,0.05,63,6,25,0,1
1495,Acid Bane III,Increases a shield or piece of armor's resistance to acid damage by 50%. Target yourself to cast this spell on all of your equipped armor.,100,1800,162,30,Item Enchantment,0.1,63,6,25,0,1
1496,Acid Bane IV,Increases a shield or piece of armor's resistance to acid damage by 75%. Target yourself to cast this spell on all of your equipped armor.,150,1800,162,40,Item Enchantment,0.15,63,6,25,0,1
1497,Acid Bane V,Increases a shield or piece of armor's resistance to acid damage by 100%. Target yourself to cast this spell on all of your equipped armor.,200,1800,162,50,Item Enchantment,0.2,63,6,25,0,1
1498,Acid Bane VI,Increases a shield or piece of armor's resistance to acid damage by 150%. Target yourself to cast this spell on all of your equipped armor.,250,2700,162,60,Item Enchantment,0.3,63,6,25,0,1
1499,Acid Lure I,Decreases a shield or piece of armor's resistance to acid damage by 10%.,25,60,163,10,Item Enchantment,0.01,64,6,25,0,1
1500,Acid Lure II,Decreases a shield or piece of armor's resistance to acid damage by 25%.,75,90,163,20,Item Enchantment,0.05,64,6,25,0,1
1501,Acid Lure III,Decreases a shield or piece of armor's resistance to acid damage by 50%.,125,120,163,30,Item Enchantment,0.1,64,6,25,0,1
1502,Acid Lure IV,Decreases a shield or piece of armor's resistance to acid damage by 75%.,175,150,163,40,Item Enchantment,0.15,64,6,25,0,1
1503,Acid Lure V,Decreases a shield or piece of armor's resistance to acid damage by 100%.,225,180,163,50,Item Enchantment,0.2,64,6,25,0,1
1504,Acid Lure VI,Decreases a shield or piece of armor's resistance to acid damage by 150%.,275,210,163,60,Item Enchantment,0.3,64,6,25,0,1
1505,Bludgeon Lure I,Decreases a shield or piece of armor's resistance to bludgeoning damage by 10%.,25,60,165,10,Item Enchantment,0.01,68,6,25,0,1
1506,Bludgeon Lure II,Decreases a shield or piece of armor's resistance to bludgeoning damage by 25%.,75,90,165,20,Item Enchantment,0.05,68,6,25,0,1
1507,Bludgeon Lure III,Decreases a shield or piece of armor's resistance to bludgeoning damage by 50%.,125,120,165,30,Item Enchantment,0.1,68,6,25,0,1
1508,Bludgeon Lure IV,Decreases a shield or piece of armor's resistance to bludgeoning damage by 75%.,175,150,165,40,Item Enchantment,0.15,68,6,25,0,1
1509,Bludgeon Lure V,Decreases a shield or piece of armor's resistance to bludgeoning damage by 100%.,225,180,165,50,Item Enchantment,0.2,68,6,25,0,1
1510,Bludgeon Lure VI,Decreases a shield or piece of armor's resistance to bludgeoning damage by 150%.,275,210,165,60,Item Enchantment,0.3,68,6,25,0,1
1511,Bludgeon Bane I,Increases a shield or piece of armor's resistance to bludgeoning damage by 10%. Target yourself to cast this spell on all of your equipped armor.,1,1800,164,10,Item Enchantment,0.01,67,6,25,0,1
1512,Bludgeon Bane II,Increases a shield or piece of armor's resistance to bludgeoning damage by 25%. Target yourself to cast this spell on all of your equipped armor.,50,1800,164,20,Item Enchantment,0.05,67,6,25,0,1
1513,Bludgeon Bane III,Increases a shield or piece of armor's resistance to bludgeoning damage by 50%. Target yourself to cast this spell on all of your equipped armor.,100,1800,164,30,Item Enchantment,0.1,67,6,25,0,1
1514,Bludgeon Bane IV,Increases a shield or piece of armor's resistance to bludgeoning damage by 75%. Target yourself to cast this spell on all of your equipped armor.,150,1800,164,40,Item Enchantment,0.15,67,6,25,0,1
1515,Bludgeon Bane V,Increases a shield or piece of armor's resistance to bludgeoning damage by 100%. Target yourself to cast this spell on all of your equipped armor.,200,1800,164,50,Item Enchantment,0.2,67,6,25,0,1
1516,Bludgeon Bane VI,Increases a shield or piece of armor's resistance to bludgeoning damage by 150%. Target yourself to cast this spell on all of your equipped armor.,250,2700,164,60,Item Enchantment,0.3,67,6,25,0,1
1517,Frost Lure I,Decreases a shield or piece of armor's resistance to cold damage by 10%.,25,60,167,10,Item Enchantment,0.01,66,6,25,0,1
1518,Frost Lure II,Decreases a shield or piece of armor's resistance to cold damage by 25%.,75,90,167,20,Item Enchantment,0.05,66,6,25,0,1
1519,Frost Lure III,Decreases a shield or piece of armor's resistance to cold damage by 50%.,125,120,167,30,Item Enchantment,0.1,66,6,25,0,1
1520,Frost Lure IV,Decreases a shield or piece of armor's resistance to cold damage by 75%.,175,150,167,40,Item Enchantment,0.15,66,6,25,0,1
1521,Frost Lure V,Decreases a shield or piece of armor's resistance to cold damage by 100%.,225,180,167,50,Item Enchantment,0.2,66,6,25,0,1
1522,Frost Lure VI,Decreases a shield or piece of armor's resistance to cold damage by 150%.,275,210,167,60,Item Enchantment,0.3,66,6,25,0,1
1523,Frost Bane I,Increases a shield or piece of armor's resistance to cold damage by 10%. Target yourself to cast this spell on all of your equipped armor.,1,1800,166,10,Item Enchantment,0.01,65,6,25,0,1
1524,Frost Bane II,Increases a shield or piece of armor's resistance to cold damage by 25%. Target yourself to cast this spell on all of your equipped armor.,50,1800,166,20,Item Enchantment,0.05,65,6,25,0,1
1525,Frost Bane III,Increases a shield or piece of armor's resistance to cold damage by 50%. Target yourself to cast this spell on all of your equipped armor.,100,1800,166,30,Item Enchantment,0.1,65,6,25,0,1
1526,Frost Bane IV,Increases a shield or piece of armor's resistance to cold damage by 75%. Target yourself to cast this spell on all of your equipped armor.,150,1800,166,40,Item Enchantment,0.15,65,6,25,0,1
1527,Frost Bane V,Increases a shield or piece of armor's resistance to cold damage by 100%. Target yourself to cast this spell on all of your equipped armor.,200,1800,166,50,Item Enchantment,0.2,65,6,25,0,1
1528,Frost Bane VI,Increases a shield or piece of armor's resistance to cold damage by 150%. Target yourself to cast this spell on all of your equipped armor.,250,2700,166,60,Item Enchantment,0.3,65,6,25,0,1
1529,Lightning Lure I,Decreases a shield or piece of armor's resistance to electric damage by 10%.,25,60,169,10,Item Enchantment,0.01,68,6,25,0,1
1530,Lightning Lure II,Decreases a shield or piece of armor's resistance to electric damage by 25%.,75,90,169,20,Item Enchantment,0.05,68,6,25,0,1
1531,Lightning Lure III,Decreases a shield or piece of armor's resistance to electric damage by 50%.,125,120,169,30,Item Enchantment,0.1,68,6,25,0,1
1532,Lightning Lure IV,Decreases a shield or piece of armor's resistance to electric damage by 75%.,175,150,169,40,Item Enchantment,0.15,68,6,25,0,1
1533,Lightning Lure V,Decreases a shield or piece of armor's resistance to electric damage by 100%.,225,180,169,50,Item Enchantment,0.2,68,6,25,0,1
1534,Lightning Lure VI,Decreases a shield or piece of armor's resistance to electric damage by 150%.,275,210,169,60,Item Enchantment,0.3,68,6,25,0,1
1535,Lightning Bane I,Increases a shield or piece of armor's resistance to electric damage by 10%. Target yourself to cast this spell on all of your equipped armor.,1,1800,168,10,Item Enchantment,0.01,67,6,25,0,1
1536,Lightning Bane II,Increases a shield or piece of armor's resistance to electric damage by 25%. Target yourself to cast this spell on all of your equipped armor.,50,1800,168,20,Item Enchantment,0.05,67,6,25,0,1
1537,Lightning Bane III,Increases a shield or piece of armor's resistance to electric damage by 50%. Target yourself to cast this spell on all of your equipped armor.,100,1800,168,30,Item Enchantment,0.1,67,6,25,0,1
1538,Lightning Bane IV,Increases a shield or piece of armor's resistance to electric damage by 75%. Target yourself to cast this spell on all of your equipped armor.,150,1800,168,40,Item Enchantment,0.15,67,6,25,0,1
1539,Lightning Bane V,Increases a shield or piece of armor's resistance to electric damage by 100%. Target yourself to cast this spell on all of your equipped armor.,200,1800,168,50,Item Enchantment,0.2,67,6,25,0,1
1540,Lightning Bane VI,Increases a shield or piece of armor's resistance to electric damage by 150%. Target yourself to cast this spell on all of your equipped armor.,250,2700,168,60,Item Enchantment,0.3,67,6,25,0,1
1541,Flame Lure I,Decreases a shield or piece of armor's resistance to fire damage by 10%.,25,60,171,10,Item Enchantment,0.01,58,6,25,0,1
1542,Flame Lure II,Decreases a shield or piece of armor's resistance to fire damage by 25%.,75,90,171,20,Item Enchantment,0.05,58,6,25,0,1
1543,Flame Lure III,Decreases a shield or piece of armor's resistance to fire damage by 50%.,125,120,171,30,Item Enchantment,0.1,58,6,25,0,1
1544,Flame Lure IV,Decreases a shield or piece of armor's resistance to fire damage by 75%.,175,150,171,40,Item Enchantment,0.15,58,6,25,0,1
1545,Flame Lure V,Decreases a shield or piece of armor's resistance to fire damage by 100%.,225,180,171,50,Item Enchantment,0.2,58,6,25,0,1
1546,Flame Lure VI,Decreases a shield or piece of armor's resistance to fire damage by 150%.,275,210,171,60,Item Enchantment,0.3,58,6,25,0,1
1547,Flame Bane I,Increases a shield or piece of armor's resistance to fire damage by 10%. Target yourself to cast this spell on all of your equipped armor.,1,1800,170,10,Item Enchantment,0.01,57,6,25,0,1
1548,Flame Bane II,Increases a shield or piece of armor's resistance to fire damage by 25%. Target yourself to cast this spell on all of your equipped armor.,50,1800,170,20,Item Enchantment,0.05,57,6,25,0,1
1549,Flame Bane III,Increases a shield or piece of armor's resistance to fire damage by 50%. Target yourself to cast this spell on all of your equipped armor.,100,1800,170,30,Item Enchantment,0.1,57,6,25,0,1
1550,Flame Bane IV,Increases a shield or piece of armor's resistance to fire damage by 75%. Target yourself to cast this spell on all of your equipped armor.,150,1800,170,40,Item Enchantment,0.15,57,6,25,0,1
1551,Flame Bane V,Increases a shield or piece of armor's resistance to fire damage by 100%. Target yourself to cast this spell on all of your equipped armor.,200,1800,170,50,Item Enchantment,0.2,57,6,25,0,1
1552,Flame Bane VI,Increases a shield or piece of armor's resistance to fire damage by 150%. Target yourself to cast this spell on all of your equipped armor.,250,2700,170,60,Item Enchantment,0.3,57,6,25,0,1
1553,Blade Lure II,Decreases a shield or piece of armor's resistance to slashing damage by 25%.,75,90,175,20,Item Enchantment,0.05,62,6,25,0,1
1554,Blade Lure III,Decreases a shield or piece of armor's resistance to slashing damage by 50%.,125,120,175,30,Item Enchantment,0.1,62,6,25,0,1
1555,Blade Lure IV,Decreases a shield or piece of armor's resistance to slashing damage by 75%.,175,150,175,40,Item Enchantment,0.15,62,6,25,0,1
1556,Blade Lure V,Decreases a shield or piece of armor's resistance to slashing damage by 100%.,225,180,175,50,Item Enchantment,0.2,62,6,25,0,1
1557,Blade Lure VI,Decreases a shield or piece of armor's resistance to slashing damage by 150%.,275,210,175,60,Item Enchantment,0.3,62,6,25,0,1
1558,Blade Bane II,Increases a shield or piece of armor's resistance to slashing damage by 25%. Target yourself to cast this spell on all of your equipped armor.,50,1800,174,20,Item Enchantment,0.05,61,6,25,0,1
1559,Blade Bane III,Increases a shield or piece of armor's resistance to slashing damage by 50%. Target yourself to cast this spell on all of your equipped armor.,100,1800,174,30,Item Enchantment,0.1,61,6,25,0,1
1560,Blade Bane IV,Increases a shield or piece of armor's resistance to slashing damage by 75%. Target yourself to cast this spell on all of your equipped armor.,150,1800,174,40,Item Enchantment,0.15,61,6,25,0,1
1561,Blade Bane V,Increases a shield or piece of armor's resistance to slashing damage by 100%. Target yourself to cast this spell on all of your equipped armor.,200,1800,174,50,Item Enchantment,0.2,61,6,25,0,1
1562,Blade Bane VI,Increases a shield or piece of armor's resistance to slashing damage by 150%. Target yourself to cast this spell on all of your equipped armor.,250,2700,174,60,Item Enchantment,0.3,61,6,25,0,1
1563,Piercing Lure I,Decreases a shield or piece of armor's resistance to piercing damage by 10%.,25,60,173,10,Item Enchantment,0.01,60,6,25,0,1
1564,Piercing Lure II,Decreases a shield or piece of armor's resistance to piercing damage by 25%.,75,90,173,20,Item Enchantment,0.05,60,6,25,0,1
1565,Piercing Lure III,Decreases a shield or piece of armor's resistance to piercing damage by 50%.,125,120,173,30,Item Enchantment,0.1,60,6,25,0,1
1566,Piercing Lure IV,Decreases a shield or piece of armor's resistance to piercing damage by 75%.,175,150,173,40,Item Enchantment,0.15,60,6,25,0,1
1567,Piercing Lure V,Decreases a shield or piece of armor's resistance to piercing damage by 100%.,225,180,173,50,Item Enchantment,0.2,60,6,25,0,1
1568,Piercing Lure VI,Decreases a shield or piece of armor's resistance to piercing damage by 150%.,275,210,173,60,Item Enchantment,0.3,60,6,25,0,1
1569,Piercing Bane I,Increases a shield or piece of armor's resistance to piercing damage by 10%. Target yourself to cast this spell on all of your equipped armor.,1,1800,172,10,Item Enchantment,0.01,59,6,25,0,1
1570,Piercing Bane II,Increases a shield or piece of armor's resistance to piercing damage by 25%. Target yourself to cast this spell on all of your equipped armor.,50,1800,172,20,Item Enchantment,0.05,59,6,25,0,1
1571,Piercing Bane III,Increases a shield or piece of armor's resistance to piercing damage by 50%. Target yourself to cast this spell on all of your equipped armor.,100,1800,172,30,Item Enchantment,0.1,59,6,25,0,1
1572,Piercing Bane IV,Increases a shield or piece of armor's resistance to piercing damage by 75%. Target yourself to cast this spell on all of your equipped armor.,150,1800,172,40,Item Enchantment,0.15,59,6,25,0,1
1573,Piercing Bane V,Increases a shield or piece of armor's resistance to piercing damage by 100%. Target yourself to cast this spell on all of your equipped armor.,200,1800,172,50,Item Enchantment,0.2,59,6,25,0,1
1574,Piercing Bane VI,Increases a shield or piece of armor's resistance to piercing damage by 150%. Target yourself to cast this spell on all of your equipped armor.,250,2700,172,60,Item Enchantment,0.3,59,6,25,0,1
1575,Strengthen Lock I,Increases a lock's resistance to picking by 10 points.,1,780,192,10,Item Enchantment,0.01,59,640,25,0,1
1576,Strengthen Lock II,Increases a lock's resistance to picking by 25 points.,50,780,192,20,Item Enchantment,0.05,59,640,25,0,1
1577,Strengthen Lock III,Increases a lock's resistance to picking by 50 points.,100,780,192,30,Item Enchantment,0.1,59,640,25,0,1
1578,Strengthen Lock IV,Increases a lock's resistance to picking by 75 points.,150,780,192,40,Item Enchantment,0.15,59,640,25,0,1
1579,Strengthen Lock V,Increases a lock's resistance to picking by 100 points.,200,1020,192,50,Item Enchantment,0.2,59,640,25,0,1
1580,Strengthen Lock VI,Increases a lock's resistance to picking by 150 points.,250,1020,192,60,Item Enchantment,0.3,59,640,25,0,1
1581,Weaken Lock I,Decreases a lock's resistance to picking by 10 points.,1,60,193,10,Item Enchantment,0.01,60,640,25,0,1
1582,Weaken Lock II,Decreases a lock's resistance to picking by 25 points.,50,90,193,20,Item Enchantment,0.05,60,640,25,0,1
1583,Weaken Lock III,Decreases a lock's resistance to picking by 50 points.,100,120,193,30,Item Enchantment,0.1,60,640,25,0,1
1584,Weaken Lock IV,Decreases a lock's resistance to picking by 75 points.,150,150,193,40,Item Enchantment,0.15,60,640,25,0,1
1585,Weaken Lock V,Decreases a lock's resistance to picking by 100 points.,200,180,193,50,Item Enchantment,0.2,60,640,25,0,1
1586,Weaken Lock VI,Decreases a lock's resistance to picking by 150 points.,250,210,193,60,Item Enchantment,0.3,60,640,25,0,1
1587,Aura of Heart Seeker Self I,Increases a weapon's Attack Skill modifier by 2.5 percentage points.,1,1800,152,10,Item Enchantment,0.01,59,16,25,0,1
1588,Aura of Heart Seeker Self II,Increases a weapon's Attack Skill modifier by 5.0 percentage points.,50,1800,152,20,Item Enchantment,0.05,59,16,25,0,1
1589,Aura of Heart Seeker Self III,Increases a weapon's Attack Skill modifier by 7.5 percentage points.,100,1800,152,30,Item Enchantment,0.1,59,16,25,0,1
1590,Aura of Heart Seeker Self IV,Increases a weapon's Attack Skill modifier by 10.0 percentage points.,150,1800,152,40,Item Enchantment,0.15,59,16,25,0,1
1591,Aura of Heart Seeker Self V,Increases a weapon's Attack Skill modifier by 12.5 percentage points.,200,1800,152,50,Item Enchantment,0.2,59,16,25,0,1
1592,Aura of Heart Seeker Self VI,Increases a weapon's Attack Skill modifier by 15.0 percentage points.,250,2700,152,60,Item Enchantment,0.3,59,16,25,0,1
1593,Turn Blade I,Decreases a weapon's Attack Skill modifier by 2.5 percentage points.,25,60,153,10,Item Enchantment,0.01,60,257,25,0,1
1594,Turn Blade II,Decreases a weapon's Attack Skill modifier by 5.0 percentage points.,75,90,153,20,Item Enchantment,0.05,60,257,25,0,1
1595,Turn Blade III,Decreases a weapon's Attack Skill modifier by 7.5 percentage points.,125,120,153,30,Item Enchantment,0.1,60,257,25,0,1
1596,Turn Blade IV,Decreases a weapon's Attack Skill modifier by 10.0 percentage points.,175,150,153,40,Item Enchantment,0.15,60,257,25,0,1
1597,Turn Blade V,Decreases a weapon's Attack Skill modifier by 12.5 percentage points.,225,180,153,60,Item Enchantment,0.2,60,257,25,0,1
1598,Turn Blade VI,Decreases a weapon's Attack Skill modifier by 15.0 percentage points.,275,210,153,70,Item Enchantment,0.3,60,257,25,0,1
1599,Aura of Defender Self I,Increases the Melee Defense skill modifier of a weapon or magic caster by 3%.,1,1800,156,10,Item Enchantment,0.01,61,16,25,0,1
1601,Aura of Defender Self II,Increases the Melee Defense skill modifier of a weapon or magic caster by 5%.,50,1800,156,20,Item Enchantment,0.05,61,16,25,0,1
1602,Aura of Defender Self III,Increases the Melee Defense skill modifier of a weapon or magic caster by 7.5%.,100,1800,156,30,Item Enchantment,0.1,61,16,25,0,1
1603,Aura of Defender Self IV,Increases the Melee Defense skill modifier of a weapon or magic caster by 10%.,150,1800,156,40,Item Enchantment,0.15,61,16,25,0,1
1604,Aura of Defender Self V,Increases the Melee Defense skill modifier of a weapon or magic caster by 13%.,200,1800,156,50,Item Enchantment,0.2,61,16,25,0,1
1605,Aura of Defender Self VI,Increases the Melee Defense skill modifier of a weapon or magic caster by 15%.,250,2700,156,60,Item Enchantment,0.3,61,16,25,0,1
1606,Lure Blade I,Decreases the Melee Defense skill modifier of a weapon or magic caster by 3%.,25,60,157,10,Item Enchantment,0.01,62,33025,25,0,1
1607,Lure Blade II,Decreases the Melee Defense skill modifier of a weapon or magic caster by 5%.,75,90,157,20,Item Enchantment,0.05,62,33025,25,0,1
1608,Lure Blade III,Decreases the Melee Defense skill modifier of a weapon or magic caster by 7.5%.,125,120,157,30,Item Enchantment,0.1,62,33025,25,0,1
1609,Lure Blade IV,Decreases the Melee Defense skill modifier of a weapon or magic caster by 10%.,175,150,157,40,Item Enchantment,0.15,62,33025,25,0,1
1610,Lure Blade V,Decreases the Melee Defense skill modifier of a weapon or magic caster by 13%.,225,180,157,50,Item Enchantment,0.2,62,33025,25,0,1
1611,Lure Blade VI,Decreases the Melee Defense skill modifier of a weapon or magic caster by 15%.,275,210,157,60,Item Enchantment,0.3,62,33025,25,0,1
1612,Aura of Blood Drinker Self II,Increases a weapon's damage value by 4 points.,50,1800,154,20,Item Enchantment,0.05,57,16,25,0,1
1613,Aura of Blood Drinker Self III,Increases a weapon's damage value by 8 points.,100,1800,154,30,Item Enchantment,0.1,57,16,25,0,1
1614,Aura of Blood Drinker Self IV,Increases a weapon's damage value by 12 points.,150,1800,154,40,Item Enchantment,0.15,57,16,25,0,1
1615,Aura of Blood Drinker Self V,Increases a weapon's damage value by 16 points.,200,1800,154,50,Item Enchantment,0.2,57,16,25,0,1
1616,Aura of Blood Drinker Self VI,Increases a weapon's damage value by 20 points.,250,2700,154,60,Item Enchantment,0.3,57,16,25,0,1
1617,Blood Loather II,Decreases a weapon's damage value by 4 points.,75,90,155,20,Item Enchantment,0.05,58,257,25,0,1
1618,Blood Loather III,Decreases a weapon's damage value by 8 points.,125,120,155,30,Item Enchantment,0.1,58,257,25,0,1
1619,Blood Loather IV,Decreases a weapon's damage value by 12 points.,175,150,155,40,Item Enchantment,0.15,58,257,25,0,1
1620,Blood Loather V,Decreases a weapon's damage value by 16 points.,225,180,155,60,Item Enchantment,0.2,58,257,25,0,1
1621,Blood Loather VI,Decreases a weapon's damage value by 20 points.,275,210,155,70,Item Enchantment,0.3,58,257,25,0,1
1623,Aura of Swift Killer Self II,Improves a weapon's speed by 20 points.,50,1800,158,20,Item Enchantment,0.05,63,16,25,0,1
1624,Aura of Swift Killer Self III,Improves a weapon's speed by 30 points.,100,1800,158,30,Item Enchantment,0.1,63,16,25,0,1
1625,Aura of Swift Killer Self IV,Improves a weapon's speed by 40 points.,150,1800,158,40,Item Enchantment,0.15,63,16,25,0,1
1626,Aura of Swift Killer Self V,Improves a weapon's speed by 50 points.,200,1800,158,50,Item Enchantment,0.2,63,16,25,0,1
1627,Aura of Swift Killer Self VI,Improves a weapon's speed by 60 points.,250,2700,158,60,Item Enchantment,0.3,63,16,25,0,1
1629,Leaden Weapon II,Worsens a weapon's speed by 20 points.,75,90,159,20,Item Enchantment,0.05,64,257,25,0,1
1630,Leaden Weapon III,Worsens a weapon's speed by 30 points.,125,120,159,30,Item Enchantment,0.1,64,257,25,0,1
1631,Leaden Weapon IV,Worsens a weapon's speed by 40 points.,175,150,159,40,Item Enchantment,0.15,64,257,25,0,1
1632,Leaden Weapon V,Worsens a weapon's speed by 50 points.,225,180,159,60,Item Enchantment,0.2,64,257,25,0,1
1633,Leaden Weapon VI,Worsens a weapon's speed by 60 points.,275,210,159,70,Item Enchantment,0.3,64,257,25,0,1
1634,Portal Sending,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
1635,Lifestone Recall,Transports the caster to the Lifestone to which they have previously linked.,100,-1,201,50,Item Enchantment,0.25,0,65536,0,0,1
1636,Lifestone Sending,Transports the target to the last Lifestone he or she used.,125,-1,215,50,Item Enchantment,0.25,0,16,0,0,1
1637,Summon Primary Portal III,Summons a portal that goes to the destination of the caster's linked portal. set with Primary Portal Tie.,250,300,203,110,Item Enchantment,1,0,65536,0,0,1
1638,Defenselessness Self I,Decreases the caster's Missile Defense skill by 10 points.,1,60,40,15,Creature Enchantment,0.01,23,16,0,0,1
1639,Defenselessness Self II,Decreases the caster's Missile Defense skill by 15 points.,75,90,40,30,Creature Enchantment,0.05,23,16,0,0,1
1640,Defenselessness Self III,Decreases the caster's Missile Defense skill by 20 points.,125,120,40,40,Creature Enchantment,0.1,23,16,0,0,1
1641,Defenselessness Self IV,Decreases the caster's Missile Defense skill by 25 points.,175,150,40,50,Creature Enchantment,0.15,23,16,0,0,1
1642,Defenselessness Self V,Decreases the caster's Missile Defense skill by 30 points.,225,180,40,60,Creature Enchantment,0.2,23,16,0,0,1
1643,Defenselessness Self VI,Decreases the caster's Missile Defense skill by 35 points.,275,210,40,70,Creature Enchantment,0.3,23,16,0,0,1
1644,The Gift of Sarneho,Makes you superfast to catch all the bad people.,250,600,77,70,Creature Enchantment,0,24,16,0,0,0
1658,Stamina to Health Other I,Drains one-half of the target's Stamina and gives 75% of that to his/her Health.,1,-1,89,10,Life Magic,0.01,75,16,5,0,0
